id,ja_name,scientific_name,family,genus,leaf_persistence,leaf_type,leaf_complexity,leaf_arrangement,leaf_margin,serration,source_note,source_page,review_status,review_confidence,needs_review_reason,family_ja_ocr,family_latin_ocr,genus_ja_ocr,genus_latin_ocr,leaf_type_ocr,leaf_complexity_ocr,leaf_arrangement_ocr,leaf_margin_ocr,serration_ocr,trait_label_texts_ocr,trait_terms_detected_all_text
hayashi-2019-s057-r,クロバナロウバイ,,ロウバイ科,Calycanthus,落葉,広葉樹,単葉,対生,全縁,なし,林将之 (2019)『樹木の葉』 p.113 OCR候補。公開前に要確認,113,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,ロウパイ科,Calycanthaceae,クロパナロウパイ属,Calycanthus,,不分裂葉;分裂葉,対生,全縁,,"不分裂葉;""対生全縁;落葉樹",落葉;不分裂葉;分裂葉;対生;全縁
hayashi-2019-s058-l,シロダモ,,クスノキ科,Neolitsea,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.114 OCR候補。公開前に要確認,114,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,シロダモ属,Neolitsea,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;全縁
hayashi-2019-s058-r,イヌガシ,,クスノキ科,Neolitsea,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.115 OCR候補。公開前に要確認,115,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,シロダモ属,Neolitsea,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉
hayashi-2019-s059-l,ヤブニッケイ,,クスノキ科,Cinnamomum,常緑,広葉樹,単葉,互生;対生,全縁,なし,林将之 (2019)『樹木の葉』 p.116 OCR候補。公開前に要確認,116,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クスノキ属,Cinnamomum,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉互生・対生;不分裂葉;互生・対生;全縁 常緑樹;全縁;常緑樹,常緑;不分裂葉;分裂葉;互生;対生;全縁
hayashi-2019-s059-r,ニッケイ,,クスノキ科,Cinnamomum,常緑,広葉樹,単葉,互生;対生,全縁,なし,林将之 (2019)『樹木の葉』 p.117 OCR候補。公開前に要確認,117,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クスノキ属,Cinnamomum,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉互生・対生全四;不分裂葉;互生・対生;全縁;常緑樹,常緑;不分裂葉;分裂葉;互生;対生;全縁
hayashi-2019-s060-l,クスノキ,,クスノキ科,Cinnamomum,常緑,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.118 OCR候補。公開前に要確認,118,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クスノキ属,Cinnamomum,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;常緑樹,常緑;広葉;不分裂葉;分裂葉;互生;全縁
hayashi-2019-s060-r,タブノキ,,クスノキ科,Machilus,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.119 OCR候補。公開前に要確認,119,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,タブノキ属,Machilus,,不分裂葉;分裂葉,,,,不分裂葉;全縁常緑樹;常緑樹,常緑;不分裂葉;分裂葉
hayashi-2019-s061-l,ホンパタブ,,クスノキ科,Machilus,常緑,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.120 OCR候補。公開前に要確認,120,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,タブノキ属,Machilus,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;互生;全縁
hayashi-2019-s061-r,バリバリノキ,,クスノキ科,Actinodaphne,常緑,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.121 OCR候補。公開前に要確認,121,needs_review,medium,low_mean_ocr_confidence;scientific_name_to_be_filled_later,クスノキ科,Lauraceae,バリパリノキ属,Actinodaphne,,不分裂葉;分裂葉,互生,,,不分裂葉;互生;常緑樹,常緑;広葉;不分裂葉;分裂葉;互生
hayashi-2019-s062-l,アボカド,,クスノキ科,Persea/Laurus,常緑,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.122 OCR候補。公開前に要確認,122,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,アボカド属,Persea/Laurus,,不分裂葉;分裂葉,互生,全縁,,不分裂葉互生;不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;互生;全縁;鋸歯
hayashi-2019-s062-r,カゴノキ,,クスノキ科,Litsea,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.123 OCR候補。公開前に要確認,123,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,ハマビワ属,Litsea,,不分裂葉;分裂葉,,,,不分裂葉;全縁常緑樹;常緑樹,常緑;不分裂葉;分裂葉
hayashi-2019-s063-l,ハマビワ,,クスノキ科,Litsea,常緑;落葉,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.124 OCR候補。公開前に要確認,124,needs_review,high,scientific_name_to_be_filled_later,クスノキ科,Lauraceae,ハマビワ属,Litsea,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹;落葉樹,常緑;落葉;不分裂葉;分裂葉;全縁
hayashi-2019-s063-r,カナクギノキ,,クスノキ科,Lindera,常緑;落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.125 OCR候補。公開前に要確認,125,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クロモジ属,Lindera,,不分裂葉;分裂葉,互生,,,不分裂葉;一互生;落葉樹,常緑;落葉;不分裂葉;分裂葉;互生
hayashi-2019-s064-l,クロモジ,,クスノキ科,Lindera,落葉,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.126|16 OCR候補。公開前に要確認,126|16,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クロモジ属,Lindera,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;落葉樹,落葉;不分裂葉;分裂葉;全縁
hayashi-2019-s064-r,ケクロモジ,,クスノキ科,Lindera,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.127 OCR候補。公開前に要確認,127,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クロモジ属,Lindera,,不分裂葉;分裂葉,互生,,,不分裂葉;「互生;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s065-l,アブラチャン,,クスノキ科,Lindera,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.128 OCR候補。公開前に要確認,128,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クロモジ属,Lindera,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;全縁落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s065-r,ヤマコウバシ,,クスノキ科,Lindera,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.129 OCR候補。公開前に要確認,129,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クロモジ属,Lindera,,不分裂葉;分裂葉,,,,不分裂葉;全縁落葉樹,落葉;不分裂葉;分裂葉
hayashi-2019-s066-l,ダンコウバイ,,クスノキ科,Lindera,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.130 OCR候補。公開前に要確認,130,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クロモジ属,Lindera,,不分裂葉;分裂葉,互生,,,分裂葉・不分裂葉;分裂葉・不分裂葉互生;全縁落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s066-r,シロモジ,,クスノキ科,Lindera,落葉,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.131 OCR候補。公開前に要確認,131,needs_review,high,scientific_name_excluded_from_public_candidate,クスノキ科,Lauraceae,クロモジ属,Lindera,,,,全縁,,全縁落葉樹,落葉;不分裂葉;分裂葉;全縁;切れ込み
hayashi-2019-s067-l,サルトリイバラ,,サルトリイバラ科,Smilax,常緑;落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.132 OCR候補。公開前に要確認,132,needs_review,high,scientific_name_to_be_filled_later,サルトリイバラ科,Smilacaceae,サルトリイパラ属,Smilax,,不分裂葉;分裂葉,互生,全縁,,不分裂葉百生全縁落葉樹;不分裂葉;不分裂葉互生;全縁;落葉樹,常緑;落葉;不分裂葉;分裂葉;互生;全縁
hayashi-2019-s067-r,マルバサンキライ,,サルトリイバラ科,Smilax,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.133 OCR候補。公開前に要確認,133,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,サルトリイパラ科,Smilacaceae,サルトリイバラ属,Smilax,,不分裂葉;分裂葉,互生,,,不分裂粟百生全全三落葉樹;不分裂葉;「互生;全縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s068-l,ヤマカシュウ,,サルトリイバラ科,Smilax/Asparagaceae,常緑;落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.134 OCR候補。公開前に要確認,134,needs_review,high,scientific_name_excluded_from_public_candidate,サルトリイバラ科,Smillacaceae,サルトリイバラ属,Smilax/Asparagaceae,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生全縁・鋸歯緑 落葉樹;不分裂葉;全縁・鋸歯縁;全縁・鋸歯緑落葉樹;落葉樹;互生 全縁;常緑樹,常緑;落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s068-r,キミガヨラン,,クサスギカズラ科,Cordyline,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.135 OCR候補。公開前に要確認,135,needs_review,high,scientific_name_excluded_from_public_candidate,クサスギカズラ科,,,Cordyline,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉;全縁
hayashi-2019-s069-l,シュロ,,ヤシ科,Trachycarpus,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.136 OCR候補。公開前に要確認,136,needs_review,high,scientific_name_excluded_from_public_candidate,ヤシ科,Arecaceae,シュロ属,Trachycarpus,,,,全縁,,全縁;常緑樹,常緑;分裂葉;全縁;切れ込み;深裂;鋸歯
hayashi-2019-s069-r,カンノンチク,,ヤシ科,Washingtonia,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.137 OCR候補。公開前に要確認,137,needs_review,high,scientific_name_excluded_from_public_candidate,ヤシ科,Arecaceae,シュロチク属,Washingtonia,,分裂葉,,全縁,,●掌状復葉・分裂葉らせん生;全縁;常緑樹,常緑;分裂葉;全縁;切れ込み;深裂
hayashi-2019-s070-l,カナリーヤシ,,ヤシ科,Phoenix/Butia,常緑,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.138 OCR候補。公開前に要確認,138,needs_review,high,scientific_name_excluded_from_public_candidate,ヤシ科,Arecaceae,ナツメヤシ属,Phoenix/Butia,,羽状複葉;複葉,,全縁,,●羽状複葉らせん生全縁;羽状複葉;全縁;常緑樹,常緑;羽状複葉;複葉;全縁
hayashi-2019-s070-r,マダケ,,イネ科,Phyllostachys,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.139 OCR候補。公開前に要確認,139,needs_review,high,scientific_name_excluded_from_public_candidate,イネ科,Poaceae,マダケ属,Phyllostachys,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;全縁
hayashi-2019-s071-l,フサザクラ,,フサザクラ科,Euptelea,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.140 OCR候補。公開前に要確認,140,needs_review,high,scientific_name_excluded_from_public_candidate,フサザクラ科,Eupteleaceae,フサザクラ属,Euptelea,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s071-r,ムベ,,アケビ科,Stauntonia,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.141 OCR候補。公開前に要確認,141,needs_review,high,scientific_name_excluded_from_public_candidate,アケビ科,Lardizabalaceae,ムベ属,Stauntonia,,複葉,,全縁,,学状複葉;全縁常緑樹;全縁;常緑樹,常緑;掌状複葉;複葉;全縁
hayashi-2019-s072-l,アケビ,,アケビ科,Akebia,常緑;落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.142 OCR候補。公開前に要確認,142,needs_review,high,scientific_name_excluded_from_public_candidate,アケビ科,Lardizabalaceae,アケビ属,Akebia,,複葉,互生,全縁,,学状複葉互生;学状複葉;全縁;落葉樹,常緑;落葉;掌状複葉;複葉;互生;束生;全縁;波状;鋸歯
hayashi-2019-s072-r,ミツパアケビ,,アケビ科,Akebia,落葉,広葉樹,三出複葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.143 OCR候補。公開前に要確認,143,needs_review,high,scientific_name_excluded_from_public_candidate,アケビ科,Lardizabalaceae,アケビ属,Akebia,,三出複葉;複葉,,,鋸歯,三出複葉;鋸歯縁・全縁落葉樹,落葉;三出複葉;複葉;束生;全縁;波状;鋸歯
hayashi-2019-s073-l,ツヅラフジ,,ツヅラフジ科,Sinomenium,落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.144 OCR候補。公開前に要確認,144,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,ツヅラフジ科,Menispermaceae,ツヅラフジ属,Sinomenium,,不分裂葉;分裂葉,互生,全縁,,分裂葉・不分裂葉;分裂葉・不分裂葉互生;全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;全縁;浅裂
hayashi-2019-s073-r,コウモリカズラ,,ツヅラフジ科,Menispermum/Cocculus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.145 OCR候補。公開前に要確認,145,needs_review,high,scientific_name_excluded_from_public_candidate,ツヅラフジ科,Menispermaceae,コウモリカズラ属,Menispermum/Cocculus,,不分裂葉;分裂葉,互生,,,分裂葉・不分裂葉互生;全縁落葉樹;落葉樹;不分裂葉・分裂葉互生,落葉;不分裂葉;分裂葉;互生;浅裂
hayashi-2019-s074-l,イソヤマアオキ,,ツヅラフジ科,Cocculus/Stephania,常緑;落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.146 OCR候補。公開前に要確認,146,needs_review,high,scientific_name_excluded_from_public_candidate,ツヅラフジ科,Menispermaceae,アオツヅラフジ属,Cocculus/Stephania,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;常緑樹,常緑;落葉;不分裂葉;分裂葉;互生;全縁;切れ込み
hayashi-2019-s074-r,ナンテン,,メギ科,Nandina,常緑,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.147 OCR候補。公開前に要確認,147,needs_review,high,scientific_name_to_be_filled_later,メギ科,Berberidaceae,ナンテン属,Nandina,,羽状複葉;複葉,,,,羽状複葉;常緑樹,常緑;羽状複葉;三出複葉;複葉
hayashi-2019-s075-l,ヒイラギナンテン,,メギ科,Berberis,常緑,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.148 OCR候補。公開前に要確認,148,needs_review,high,scientific_name_excluded_from_public_candidate,メギ科,Berberidaceae,メギ属,Berberis,,羽状複葉;複葉,互生,,鋸歯,羽状複葉互生;羽状複葉;7鋸歯緑常緑樹;常緑樹,常緑;羽状複葉;複葉;互生;鋸歯
hayashi-2019-s075-r,ホソバヒイラギナンテン,,メギ科,Berberis,常緑,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.149 OCR候補。公開前に要確認,149,needs_review,high,scientific_name_excluded_from_public_candidate,メギ科,Berberidaceae,メギ属,Berberis,,羽状複葉;複葉,互生,,鋸歯,羽状複葉;一互生;鋸歯縁;常緑樹,常緑;羽状複葉;複葉;互生;鋸歯
hayashi-2019-s076-l,メギ,,メギ科,Berberis,落葉,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.150 OCR候補。公開前に要確認,150,needs_review,high,scientific_name_excluded_from_public_candidate,メギ科,Berberidaceae,メギ属,Berberis,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁落葉樹;全縁;落葉樹,落葉;不分裂葉;分裂葉;束生;全縁;鋸歯
hayashi-2019-s076-r,ヘビノボラズ,,メギ科,Berberis,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.151 OCR候補。公開前に要確認,151,needs_review,high,scientific_name_excluded_from_public_candidate,メギ科,Berberidaceae,メギ属,Berberis,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;広葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s077-l,ボタンヅル,,キンポウゲ科,Clematis,落葉,広葉樹,三出複葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.152 OCR候補。公開前に要確認,152,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,キンポウゲ科,Ranunculaceae,センニンソウ属,Clematis,,三出複葉;複葉,対生,,鋸歯,三出複葉対生;■三出複葉;落葉樹;小葉や鋸歯,落葉;三出複葉;複葉;対生;浅裂;鋸歯
hayashi-2019-s077-r,ハンショウヅル,,キンポウゲ科,Clematis,落葉,広葉樹,三出複葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.153 OCR候補。公開前に要確認,153,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,キンポウゲ科,Ranunculaceae,センニンソウ属,Clematis,,三出複葉;複葉,対生,,鋸歯,"""""""""対生;""三出複葉;鋸歯緑落葉樹",落葉;三出複葉;複葉;対生;束生;鋸歯
hayashi-2019-s078-l,シロバナハンショウヅル,,キンポウゲ科,Clematis,落葉,広葉樹,三出複葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.154 OCR候補。公開前に要確認,154,needs_review,high,scientific_name_excluded_from_public_candidate,キンポウゲ科,Ranunculaceae,センニンソウ属,Clematis,,三出複葉;複葉,,,鋸歯,■三出複葉;鋸歯緑落葉樹;落葉樹,落葉;三出複葉;複葉;互生;対生;全縁;鋸歯
hayashi-2019-s078-r,ミヤマハンショウヅル,,キンポウゲ科,Clematis,常緑;落葉,広葉樹,三出複葉,対生,,,林将之 (2019)『樹木の葉』 p.155 OCR候補。公開前に要確認,155,needs_review,high,scientific_name_excluded_from_public_candidate,キンポウゲ科,Ranunculaceae,センニンソウ属,Clematis,,三出複葉;複葉,対生,,,"""三出複葉;対生;落葉樹;羽状榎葉・三出掲葉 対生",常緑;落葉;羽状複葉;三出複葉;複葉;対生;全縁;鋸歯
